L,N,case,method,name,run,timer,value
6.0,13.0,72,2,complejidad_random,7,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,8,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,9,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,10,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,11,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,12,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,13,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,14,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,15,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,16,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,17,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,18,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,19,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,20,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,21,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,22,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,23,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,24,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,25,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,26,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,27,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,28,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,29,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,30,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,31,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,32,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,33,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,34,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,35,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,36,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,37,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,38,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,39,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,40,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,41,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,42,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,43,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,44,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,45,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,46,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,47,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,48,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,49,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,50,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,51,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,52,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,53,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,54,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,55,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,56,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,57,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,58,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,59,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,60,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,61,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,62,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,63,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,64,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,65,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,66,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,67,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,68,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,69,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,70,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,71,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,72,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,73,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,74,Excercise 2 Timer,64
6.0,13.0,72,2,complejidad_random,75,Excercise 2 Timer,65
6.0,13.0,72,2,complejidad_random,76,Excercise 2 Timer,65
6.0,13.0,72,2,complejidad_random,77,Excercise 2 Timer,65
6.0,13.0,72,2,complejidad_random,78,Excercise 2 Timer,65
6.0,13.0,72,2,complejidad_random,79,Excercise 2 Timer,65
6.0,13.0,72,2,complejidad_random,80,Excercise 2 Timer,65
7.0,13.0,73,2,complejidad_random,1,Excercise 2 Timer,321
7.0,13.0,73,2,complejidad_random,2,Excercise 2 Timer,321
7.0,13.0,73,2,complejidad_random,3,Excercise 2 Timer,321
7.0,13.0,73,2,complejidad_random,4,Excercise 2 Timer,321
7.0,13.0,73,2,complejidad_random,5,Excercise 2 Timer,321
7.0,13.0,73,2,complejidad_random,6,Excercise 2 Timer,321
7.0,13.0,73,2,complejidad_random,7,Excercise 2 Timer,321
7.0,13.0,73,2,complejidad_random,8,Excercise 2 Timer,321
7.0,13.0,73,2,complejidad_random,9,Excercise 2 Timer,321
7.0,13.0,73,2,complejidad_random,10,Excercise 2 Timer,321
7.0,13.0,73,2,complejidad_random,11,Excercise 2 Timer,321
7.0,13.0,73,2,complejidad_random,12,Excercise 2 Timer,321
7.0,13.0,73,2,complejidad_random,13,Excercise 2 Timer,321
7.0,13.0,73,2,complejidad_random,14,Excercise 2 Timer,321
7.0,13.0,73,2,complejidad_random,15,Excercise 2 Timer,321
7.0,13.0,73,2,complejidad_random,16,Excercise 2 Timer,322
7.0,13.0,73,2,complejidad_random,17,Excercise 2 Timer,322
7.0,13.0,73,2,complejidad_random,18,Excercise 2 Timer,322
7.0,13.0,73,2,complejidad_random,19,Excercise 2 Timer,322
7.0,13.0,73,2,complejidad_random,20,Excercise 2 Timer,322
7.0,13.0,73,2,complejidad_random,21,Excercise 2 Timer,322
7.0,13.0,73,2,complejidad_random,22,Excercise 2 Timer,322
7.0,13.0,73,2,complejidad_random,23,Excercise 2 Timer,322
7.0,13.0,73,2,complejidad_random,24,Excercise 2 Timer,322
7.0,13.0,73,2,complejidad_random,25,Excercise 2 Timer,322
7.0,13.0,73,2,complejidad_random,26,Excercise 2 Timer,322
7.0,13.0,73,2,complejidad_random,27,Excercise 2 Timer,322
7.0,13.0,73,2,complejidad_random,28,Excercise 2 Timer,322
7.0,13.0,73,2,complejidad_random,29,Excercise 2 Timer,322
7.0,13.0,73,2,complejidad_random,30,Excercise 2 Timer,322
7.0,13.0,73,2,complejidad_random,31,Excercise 2 Timer,322
7.0,13.0,73,2,complejidad_random,32,Excercise 2 Timer,322
7.0,13.0,73,2,complejidad_random,33,Excercise 2 Timer,322
7.0,13.0,73,2,complejidad_random,34,Excercise 2 Timer,322
7.0,13.0,73,2,complejidad_random,35,Excercise 2 Timer,322
7.0,13.0,73,2,complejidad_random,36,Excercise 2 Timer,322
7.0,13.0,73,2,complejidad_random,37,Excercise 2 Timer,322
7.0,13.0,73,2,complejidad_random,38,Excercise 2 Timer,322
7.0,13.0,73,2,complejidad_random,39,Excercise 2 Timer,322
7.0,13.0,73,2,complejidad_random,40,Excercise 2 Timer,322
7.0,13.0,73,2,complejidad_random,41,Excercise 2 Timer,322
7.0,13.0,73,2,complejidad_random,42,Excercise 2 Timer,323
7.0,13.0,73,2,complejidad_random,43,Excercise 2 Timer,323
7.0,13.0,73,2,complejidad_random,44,Excercise 2 Timer,323
7.0,13.0,73,2,complejidad_random,45,Excercise 2 Timer,323
7.0,13.0,73,2,complejidad_random,46,Excercise 2 Timer,323
7.0,13.0,73,2,complejidad_random,47,Excercise 2 Timer,323
7.0,13.0,73,2,complejidad_random,48,Excercise 2 Timer,323
7.0,13.0,73,2,complejidad_random,49,Excercise 2 Timer,323
7.0,13.0,73,2,complejidad_random,50,Excercise 2 Timer,323
7.0,13.0,73,2,complejidad_random,51,Excercise 2 Timer,323
7.0,13.0,73,2,complejidad_random,52,Excercise 2 Timer,323
7.0,13.0,73,2,complejidad_random,53,Excercise 2 Timer,323
7.0,13.0,73,2,complejidad_random,54,Excercise 2 Timer,324
7.0,13.0,73,2,complejidad_random,55,Excercise 2 Timer,324
7.0,13.0,73,2,complejidad_random,56,Excercise 2 Timer,324
7.0,13.0,73,2,complejidad_random,57,Excercise 2 Timer,324
7.0,13.0,73,2,complejidad_random,58,Excercise 2 Timer,324
7.0,13.0,73,2,complejidad_random,59,Excercise 2 Timer,324
7.0,13.0,73,2,complejidad_random,60,Excercise 2 Timer,324
7.0,13.0,73,2,complejidad_random,61,Excercise 2 Timer,324
7.0,13.0,73,2,complejidad_random,62,Excercise 2 Timer,324
7.0,13.0,73,2,complejidad_random,63,Excercise 2 Timer,325
7.0,13.0,73,2,complejidad_random,64,Excercise 2 Timer,325
7.0,13.0,73,2,complejidad_random,65,Excercise 2 Timer,325
7.0,13.0,73,2,complejidad_random,66,Excercise 2 Timer,328
7.0,13.0,73,2,complejidad_random,67,Excercise 2 Timer,328
7.0,13.0,73,2,complejidad_random,68,Excercise 2 Timer,328
7.0,13.0,73,2,complejidad_random,69,Excercise 2 Timer,329
7.0,13.0,73,2,complejidad_random,70,Excercise 2 Timer,330
7.0,13.0,73,2,complejidad_random,71,Excercise 2 Timer,331
7.0,13.0,73,2,complejidad_random,72,Excercise 2 Timer,331
7.0,13.0,73,2,complejidad_random,73,Excercise 2 Timer,332
7.0,13.0,73,2,complejidad_random,74,Excercise 2 Timer,333
7.0,13.0,73,2,complejidad_random,75,Excercise 2 Timer,333
7.0,13.0,73,2,complejidad_random,76,Excercise 2 Timer,334
7.0,13.0,73,2,complejidad_random,77,Excercise 2 Timer,334
7.0,13.0,73,2,complejidad_random,78,Excercise 2 Timer,338
7.0,13.0,73,2,complejidad_random,79,Excercise 2 Timer,339
7.0,13.0,73,2,complejidad_random,80,Excercise 2 Timer,340
8.0,13.0,74,2,complejidad_random,1,Excercise 2 Timer,412
8.0,13.0,74,2,complejidad_random,2,Excercise 2 Timer,412
8.0,13.0,74,2,complejidad_random,3,Excercise 2 Timer,412
8.0,13.0,74,2,complejidad_random,4,Excercise 2 Timer,412
8.0,13.0,74,2,complejidad_random,5,Excercise 2 Timer,412
8.0,13.0,74,2,complejidad_random,6,Excercise 2 Timer,412
8.0,13.0,74,2,complejidad_random,7,Excercise 2 Timer,412
8.0,13.0,74,2,complejidad_random,8,Excercise 2 Timer,412
8.0,13.0,74,2,complejidad_random,9,Excercise 2 Timer,412
8.0,13.0,74,2,complejidad_random,10,Excercise 2 Timer,412
8.0,13.0,74,2,complejidad_random,11,Excercise 2 Timer,412
8.0,13.0,74,2,complejidad_random,12,Excercise 2 Timer,412
8.0,13.0,74,2,complejidad_random,13,Excercise 2 Timer,412
8.0,13.0,74,2,complejidad_random,14,Excercise 2 Timer,412
8.0,13.0,74,2,complejidad_random,15,Excercise 2 Timer,412
8.0,13.0,74,2,complejidad_random,16,Excercise 2 Timer,412
8.0,13.0,74,2,complejidad_random,17,Excercise 2 Timer,412
8.0,13.0,74,2,complejidad_random,18,Excercise 2 Timer,413
8.0,13.0,74,2,complejidad_random,19,Excercise 2 Timer,413
8.0,13.0,74,2,complejidad_random,20,Excercise 2 Timer,413
8.0,13.0,74,2,complejidad_random,21,Excercise 2 Timer,413
8.0,13.0,74,2,complejidad_random,22,Excercise 2 Timer,413
8.0,13.0,74,2,complejidad_random,23,Excercise 2 Timer,413
8.0,13.0,74,2,complejidad_random,24,Excercise 2 Timer,413
8.0,13.0,74,2,complejidad_random,25,Excercise 2 Timer,413
8.0,13.0,74,2,complejidad_random,26,Excercise 2 Timer,413
8.0,13.0,74,2,complejidad_random,27,Excercise 2 Timer,413
8.0,13.0,74,2,complejidad_random,28,Excercise 2 Timer,413
8.0,13.0,74,2,complejidad_random,29,Excercise 2 Timer,413
8.0,13.0,74,2,complejidad_random,30,Excercise 2 Timer,413
8.0,13.0,74,2,complejidad_random,31,Excercise 2 Timer,413
8.0,13.0,74,2,complejidad_random,32,Excercise 2 Timer,413
8.0,13.0,74,2,complejidad_random,33,Excercise 2 Timer,413
8.0,13.0,74,2,complejidad_random,34,Excercise 2 Timer,413
8.0,13.0,74,2,complejidad_random,35,Excercise 2 Timer,413
8.0,13.0,74,2,complejidad_random,36,Excercise 2 Timer,413
8.0,13.0,74,2,complejidad_random,37,Excercise 2 Timer,413
8.0,13.0,74,2,complejidad_random,38,Excercise 2 Timer,413
8.0,13.0,74,2,complejidad_random,39,Excercise 2 Timer,413
8.0,13.0,74,2,complejidad_random,40,Excercise 2 Timer,413
8.0,13.0,74,2,complejidad_random,41,Excercise 2 Timer,413
8.0,13.0,74,2,complejidad_random,42,Excercise 2 Timer,413
8.0,13.0,74,2,complejidad_random,43,Excercise 2 Timer,413
8.0,13.0,74,2,complejidad_random,44,Excercise 2 Timer,414
8.0,13.0,74,2,complejidad_random,45,Excercise 2 Timer,414
8.0,13.0,74,2,complejidad_random,46,Excercise 2 Timer,414
8.0,13.0,74,2,complejidad_random,47,Excercise 2 Timer,414
8.0,13.0,74,2,complejidad_random,48,Excercise 2 Timer,414
8.0,13.0,74,2,complejidad_random,49,Excercise 2 Timer,414
8.0,13.0,74,2,complejidad_random,50,Excercise 2 Timer,414
8.0,13.0,74,2,complejidad_random,51,Excercise 2 Timer,414
8.0,13.0,74,2,complejidad_random,52,Excercise 2 Timer,414
8.0,13.0,74,2,complejidad_random,53,Excercise 2 Timer,414
8.0,13.0,74,2,complejidad_random,54,Excercise 2 Timer,414
8.0,13.0,74,2,complejidad_random,55,Excercise 2 Timer,415
8.0,13.0,74,2,complejidad_random,56,Excercise 2 Timer,415
8.0,13.0,74,2,complejidad_random,57,Excercise 2 Timer,415
8.0,13.0,74,2,complejidad_random,58,Excercise 2 Timer,415
8.0,13.0,74,2,complejidad_random,59,Excercise 2 Timer,416
8.0,13.0,74,2,complejidad_random,60,Excercise 2 Timer,416
8.0,13.0,74,2,complejidad_random,61,Excercise 2 Timer,416
8.0,13.0,74,2,complejidad_random,62,Excercise 2 Timer,417
8.0,13.0,74,2,complejidad_random,63,Excercise 2 Timer,418
8.0,13.0,74,2,complejidad_random,64,Excercise 2 Timer,419
8.0,13.0,74,2,complejidad_random,65,Excercise 2 Timer,420
8.0,13.0,74,2,complejidad_random,66,Excercise 2 Timer,420
8.0,13.0,74,2,complejidad_random,67,Excercise 2 Timer,420
8.0,13.0,74,2,complejidad_random,68,Excercise 2 Timer,420
8.0,13.0,74,2,complejidad_random,69,Excercise 2 Timer,421
8.0,13.0,74,2,complejidad_random,70,Excercise 2 Timer,421
8.0,13.0,74,2,complejidad_random,71,Excercise 2 Timer,421
8.0,13.0,74,2,complejidad_random,72,Excercise 2 Timer,421
8.0,13.0,74,2,complejidad_random,73,Excercise 2 Timer,422
8.0,13.0,74,2,complejidad_random,74,Excercise 2 Timer,423
8.0,13.0,74,2,complejidad_random,75,Excercise 2 Timer,423
8.0,13.0,74,2,complejidad_random,76,Excercise 2 Timer,426
8.0,13.0,74,2,complejidad_random,77,Excercise 2 Timer,431
8.0,13.0,74,2,complejidad_random,78,Excercise 2 Timer,431
8.0,13.0,74,2,complejidad_random,79,Excercise 2 Timer,437
8.0,13.0,74,2,complejidad_random,80,Excercise 2 Timer,438
9.0,13.0,75,2,complejidad_random,1,Excercise 2 Timer,391
9.0,13.0,75,2,complejidad_random,2,Excercise 2 Timer,391
9.0,13.0,75,2,complejidad_random,3,Excercise 2 Timer,391
9.0,13.0,75,2,complejidad_random,4,Excercise 2 Timer,391
9.0,13.0,75,2,complejidad_random,5,Excercise 2 Timer,391
9.0,13.0,75,2,complejidad_random,6,Excercise 2 Timer,392
9.0,13.0,75,2,complejidad_random,7,Excercise 2 Timer,392
9.0,13.0,75,2,complejidad_random,8,Excercise 2 Timer,392
9.0,13.0,75,2,complejidad_random,9,Excercise 2 Timer,392
9.0,13.0,75,2,complejidad_random,10,Excercise 2 Timer,392
9.0,13.0,75,2,complejidad_random,11,Excercise 2 Timer,392
9.0,13.0,75,2,complejidad_random,12,Excercise 2 Timer,392
9.0,13.0,75,2,complejidad_random,13,Excercise 2 Timer,392
9.0,13.0,75,2,complejidad_random,14,Excercise 2 Timer,392
9.0,13.0,75,2,complejidad_random,15,Excercise 2 Timer,392
9.0,13.0,75,2,complejidad_random,16,Excercise 2 Timer,392
9.0,13.0,75,2,complejidad_random,17,Excercise 2 Timer,393
9.0,13.0,75,2,complejidad_random,18,Excercise 2 Timer,393
9.0,13.0,75,2,complejidad_random,19,Excercise 2 Timer,393
9.0,13.0,75,2,complejidad_random,20,Excercise 2 Timer,393
9.0,13.0,75,2,complejidad_random,21,Excercise 2 Timer,393
9.0,13.0,75,2,complejidad_random,22,Excercise 2 Timer,393
9.0,13.0,75,2,complejidad_random,23,Excercise 2 Timer,393
9.0,13.0,75,2,complejidad_random,24,Excercise 2 Timer,394
9.0,13.0,75,2,complejidad_random,25,Excercise 2 Timer,394
9.0,13.0,75,2,complejidad_random,26,Excercise 2 Timer,394
9.0,13.0,75,2,complejidad_random,27,Excercise 2 Timer,394
9.0,13.0,75,2,complejidad_random,28,Excercise 2 Timer,394
9.0,13.0,75,2,complejidad_random,29,Excercise 2 Timer,394
9.0,13.0,75,2,complejidad_random,30,Excercise 2 Timer,394
9.0,13.0,75,2,complejidad_random,31,Excercise 2 Timer,394
9.0,13.0,75,2,complejidad_random,32,Excercise 2 Timer,394
9.0,13.0,75,2,complejidad_random,33,Excercise 2 Timer,395
9.0,13.0,75,2,complejidad_random,34,Excercise 2 Timer,395
9.0,13.0,75,2,complejidad_random,35,Excercise 2 Timer,395
9.0,13.0,75,2,complejidad_random,36,Excercise 2 Timer,395
9.0,13.0,75,2,complejidad_random,37,Excercise 2 Timer,395
9.0,13.0,75,2,complejidad_random,38,Excercise 2 Timer,395
9.0,13.0,75,2,complejidad_random,39,Excercise 2 Timer,395
9.0,13.0,75,2,complejidad_random,40,Excercise 2 Timer,395
9.0,13.0,75,2,complejidad_random,41,Excercise 2 Timer,395
9.0,13.0,75,2,complejidad_random,42,Excercise 2 Timer,395
9.0,13.0,75,2,complejidad_random,43,Excercise 2 Timer,396
9.0,13.0,75,2,complejidad_random,44,Excercise 2 Timer,396
9.0,13.0,75,2,complejidad_random,45,Excercise 2 Timer,399
9.0,13.0,75,2,complejidad_random,46,Excercise 2 Timer,399
9.0,13.0,75,2,complejidad_random,47,Excercise 2 Timer,400
9.0,13.0,75,2,complejidad_random,48,Excercise 2 Timer,401
9.0,13.0,75,2,complejidad_random,49,Excercise 2 Timer,402
9.0,13.0,75,2,complejidad_random,50,Excercise 2 Timer,402
9.0,13.0,75,2,complejidad_random,51,Excercise 2 Timer,403
9.0,13.0,75,2,complejidad_random,52,Excercise 2 Timer,404
9.0,13.0,75,2,complejidad_random,53,Excercise 2 Timer,407
9.0,13.0,75,2,complejidad_random,54,Excercise 2 Timer,410
9.0,13.0,75,2,complejidad_random,55,Excercise 2 Timer,413
9.0,13.0,75,2,complejidad_random,56,Excercise 2 Timer,415
9.0,13.0,75,2,complejidad_random,57,Excercise 2 Timer,416
9.0,13.0,75,2,complejidad_random,58,Excercise 2 Timer,416
9.0,13.0,75,2,complejidad_random,59,Excercise 2 Timer,420
9.0,13.0,75,2,complejidad_random,60,Excercise 2 Timer,426
9.0,13.0,75,2,complejidad_random,61,Excercise 2 Timer,427
9.0,13.0,75,2,complejidad_random,62,Excercise 2 Timer,429
9.0,13.0,75,2,complejidad_random,63,Excercise 2 Timer,442
9.0,13.0,75,2,complejidad_random,64,Excercise 2 Timer,442
9.0,13.0,75,2,complejidad_random,65,Excercise 2 Timer,442
9.0,13.0,75,2,complejidad_random,66,Excercise 2 Timer,442
9.0,13.0,75,2,complejidad_random,67,Excercise 2 Timer,442
9.0,13.0,75,2,complejidad_random,68,Excercise 2 Timer,443
9.0,13.0,75,2,complejidad_random,69,Excercise 2 Timer,443
9.0,13.0,75,2,complejidad_random,70,Excercise 2 Timer,443
9.0,13.0,75,2,complejidad_random,71,Excercise 2 Timer,444
9.0,13.0,75,2,complejidad_random,72,Excercise 2 Timer,444
9.0,13.0,75,2,complejidad_random,73,Excercise 2 Timer,446
9.0,13.0,75,2,complejidad_random,74,Excercise 2 Timer,448
9.0,13.0,75,2,complejidad_random,75,Excercise 2 Timer,450
9.0,13.0,75,2,complejidad_random,76,Excercise 2 Timer,454
9.0,13.0,75,2,complejidad_random,77,Excercise 2 Timer,458
9.0,13.0,75,2,complejidad_random,78,Excercise 2 Timer,512
9.0,13.0,75,2,complejidad_random,79,Excercise 2 Timer,517
9.0,13.0,75,2,complejidad_random,80,Excercise 2 Timer,522
10.0,13.0,76,2,complejidad_random,1,Excercise 2 Timer,333
10.0,13.0,76,2,complejidad_random,2,Excercise 2 Timer,333
10.0,13.0,76,2,complejidad_random,3,Excercise 2 Timer,333
10.0,13.0,76,2,complejidad_random,4,Excercise 2 Timer,333
10.0,13.0,76,2,complejidad_random,5,Excercise 2 Timer,333
10.0,13.0,76,2,complejidad_random,6,Excercise 2 Timer,333
10.0,13.0,76,2,complejidad_random,7,Excercise 2 Timer,333
10.0,13.0,76,2,complejidad_random,8,Excercise 2 Timer,333
10.0,13.0,76,2,complejidad_random,9,Excercise 2 Timer,333
10.0,13.0,76,2,complejidad_random,10,Excercise 2 Timer,333
10.0,13.0,76,2,complejidad_random,11,Excercise 2 Timer,333
10.0,13.0,76,2,complejidad_random,12,Excercise 2 Timer,333
10.0,13.0,76,2,complejidad_random,13,Excercise 2 Timer,333
10.0,13.0,76,2,complejidad_random,14,Excercise 2 Timer,333
10.0,13.0,76,2,complejidad_random,15,Excercise 2 Timer,333
10.0,13.0,76,2,complejidad_random,16,Excercise 2 Timer,333
10.0,13.0,76,2,complejidad_random,17,Excercise 2 Timer,333
10.0,13.0,76,2,complejidad_random,18,Excercise 2 Timer,333
10.0,13.0,76,2,complejidad_random,19,Excercise 2 Timer,333
10.0,13.0,76,2,complejidad_random,20,Excercise 2 Timer,333
10.0,13.0,76,2,complejidad_random,21,Excercise 2 Timer,333
10.0,13.0,76,2,complejidad_random,22,Excercise 2 Timer,333
10.0,13.0,76,2,complejidad_random,23,Excercise 2 Timer,334
10.0,13.0,76,2,complejidad_random,24,Excercise 2 Timer,334
10.0,13.0,76,2,complejidad_random,25,Excercise 2 Timer,334
10.0,13.0,76,2,complejidad_random,26,Excercise 2 Timer,334
10.0,13.0,76,2,complejidad_random,27,Excercise 2 Timer,334
10.0,13.0,76,2,complejidad_random,28,Excercise 2 Timer,334
10.0,13.0,76,2,complejidad_random,29,Excercise 2 Timer,334
10.0,13.0,76,2,complejidad_random,30,Excercise 2 Timer,334
10.0,13.0,76,2,complejidad_random,31,Excercise 2 Timer,334
10.0,13.0,76,2,complejidad_random,32,Excercise 2 Timer,334
10.0,13.0,76,2,complejidad_random,33,Excercise 2 Timer,334
10.0,13.0,76,2,complejidad_random,34,Excercise 2 Timer,334
10.0,13.0,76,2,complejidad_random,35,Excercise 2 Timer,334
10.0,13.0,76,2,complejidad_random,36,Excercise 2 Timer,334
10.0,13.0,76,2,complejidad_random,37,Excercise 2 Timer,334
10.0,13.0,76,2,complejidad_random,38,Excercise 2 Timer,334
10.0,13.0,76,2,complejidad_random,39,Excercise 2 Timer,334
10.0,13.0,76,2,complejidad_random,40,Excercise 2 Timer,334
10.0,13.0,76,2,complejidad_random,41,Excercise 2 Timer,334
10.0,13.0,76,2,complejidad_random,42,Excercise 2 Timer,334
10.0,13.0,76,2,complejidad_random,43,Excercise 2 Timer,334
10.0,13.0,76,2,complejidad_random,44,Excercise 2 Timer,334
10.0,13.0,76,2,complejidad_random,45,Excercise 2 Timer,334
10.0,13.0,76,2,complejidad_random,46,Excercise 2 Timer,334
10.0,13.0,76,2,complejidad_random,47,Excercise 2 Timer,334
10.0,13.0,76,2,complejidad_random,48,Excercise 2 Timer,334
10.0,13.0,76,2,complejidad_random,49,Excercise 2 Timer,334
10.0,13.0,76,2,complejidad_random,50,Excercise 2 Timer,334
10.0,13.0,76,2,complejidad_random,51,Excercise 2 Timer,334
10.0,13.0,76,2,complejidad_random,52,Excercise 2 Timer,334
10.0,13.0,76,2,complejidad_random,53,Excercise 2 Timer,335
10.0,13.0,76,2,complejidad_random,54,Excercise 2 Timer,335
10.0,13.0,76,2,complejidad_random,55,Excercise 2 Timer,335
10.0,13.0,76,2,complejidad_random,56,Excercise 2 Timer,335
10.0,13.0,76,2,complejidad_random,57,Excercise 2 Timer,335
10.0,13.0,76,2,complejidad_random,58,Excercise 2 Timer,335
10.0,13.0,76,2,complejidad_random,59,Excercise 2 Timer,335
10.0,13.0,76,2,complejidad_random,60,Excercise 2 Timer,335
10.0,13.0,76,2,complejidad_random,61,Excercise 2 Timer,335
10.0,13.0,76,2,complejidad_random,62,Excercise 2 Timer,335
10.0,13.0,76,2,complejidad_random,63,Excercise 2 Timer,335
10.0,13.0,76,2,complejidad_random,64,Excercise 2 Timer,335
10.0,13.0,76,2,complejidad_random,65,Excercise 2 Timer,335
10.0,13.0,76,2,complejidad_random,66,Excercise 2 Timer,335
10.0,13.0,76,2,complejidad_random,67,Excercise 2 Timer,335
10.0,13.0,76,2,complejidad_random,68,Excercise 2 Timer,335
10.0,13.0,76,2,complejidad_random,69,Excercise 2 Timer,336
10.0,13.0,76,2,complejidad_random,70,Excercise 2 Timer,336
10.0,13.0,76,2,complejidad_random,71,Excercise 2 Timer,337
10.0,13.0,76,2,complejidad_random,72,Excercise 2 Timer,339
10.0,13.0,76,2,complejidad_random,73,Excercise 2 Timer,340
10.0,13.0,76,2,complejidad_random,74,Excercise 2 Timer,340
10.0,13.0,76,2,complejidad_random,75,Excercise 2 Timer,342
10.0,13.0,76,2,complejidad_random,76,Excercise 2 Timer,342
10.0,13.0,76,2,complejidad_random,77,Excercise 2 Timer,343
10.0,13.0,76,2,complejidad_random,78,Excercise 2 Timer,343
10.0,13.0,76,2,complejidad_random,79,Excercise 2 Timer,344
10.0,13.0,76,2,complejidad_random,80,Excercise 2 Timer,347
11.0,13.0,77,2,complejidad_random,1,Excercise 2 Timer,472
11.0,13.0,77,2,complejidad_random,2,Excercise 2 Timer,472
11.0,13.0,77,2,complejidad_random,3,Excercise 2 Timer,472
11.0,13.0,77,2,complejidad_random,4,Excercise 2 Timer,472
11.0,13.0,77,2,complejidad_random,5,Excercise 2 Timer,472
11.0,13.0,77,2,complejidad_random,6,Excercise 2 Timer,472
11.0,13.0,77,2,complejidad_random,7,Excercise 2 Timer,473
11.0,13.0,77,2,complejidad_random,8,Excercise 2 Timer,473
11.0,13.0,77,2,complejidad_random,9,Excercise 2 Timer,473
11.0,13.0,77,2,complejidad_random,10,Excercise 2 Timer,473
11.0,13.0,77,2,complejidad_random,11,Excercise 2 Timer,473
11.0,13.0,77,2,complejidad_random,12,Excercise 2 Timer,473
11.0,13.0,77,2,complejidad_random,13,Excercise 2 Timer,473
11.0,13.0,77,2,complejidad_random,14,Excercise 2 Timer,473
11.0,13.0,77,2,complejidad_random,15,Excercise 2 Timer,473
11.0,13.0,77,2,complejidad_random,16,Excercise 2 Timer,473
11.0,13.0,77,2,complejidad_random,17,Excercise 2 Timer,473
